Index,Height(Inches),Weight(Pounds),Height(cm),Weight(kg),BMI
209,69.9236,141.1703,177.605944,64.033770950611,20.299908737271952
210,71.55542,155.9414,181.7507668,70.73382920711799,21.412859422699285
211,68.44764,134.0093,173.8570056,60.785595989041,20.110195311731346
212,66.71398,130.0975,169.4535092,59.011233356075,20.55102831274115
213,66.68413,106.2265,169.3776902,48.183529891805,16.795239479430613
214,67.93699,112.0489,172.5599546,50.824526106893,17.068419265849094
215,68.89855,136.1884,175.002317,61.774019122508,20.17057416456084
216,67.29191,131.236,170.9214514,59.52764826932,20.376311976339164
217,69.57212,131.3231,176.7131848,59.56715616474701,19.075193785947015
218,67.67479,119.5261,171.8939666,54.216126975857,18.348781241247202
219,69.04155,116.9965,175.36553700000002,53.068719716705004,17.256396519798766
220,67.96765,138.5255,172.637831,62.834109850435,21.082568741426595
221,65.83982,109.6518,167.23314280000002,49.737219836766,17.78430110743807
222,65.77288,130.1569,167.0631152,59.038176742853004,21.15299107273221
223,71.14106,137.1114,180.69829239999999,62.19268488001801,19.047202932486545
224,67.83055,113.759,172.28959700000001,51.60021441883,17.38334686028088
225,65.0693,114.9725,165.276022,52.150648759825,19.091498284092836
226,69.70745,127.7149,177.05692299999998,57.930504175313004,18.47912840268489
227,69.92983,121.9972,177.6217682,55.336999081364006,17.539742997084847
228,66.11569,117.9607,167.9338526,53.506073479859005,18.97258813573289
229,68.61364,127.7141,174.2786456,57.930141301417,19.072878204582505
230,68.9976,117.9619,175.253904,53.506617790703004,17.420960547831392
231,66.79171,125.1554,169.6509434,56.769534504298,19.724353396789706
232,68.02363,141.1026,172.7800202,64.003062747162,21.43945375280286
233,69.67258,145.4822,176.9683532,65.98961589081401,21.07096284946297
234,71.82178,116.065,182.42732120000002,52.64619842405,15.81929971995185
235,72.74676,135.7458,184.77677039999998,61.573259139546,18.0342214281137
236,67.27951,132.9248,170.88995540000002,60.29367506377601,20.646131219623207
237,67.41015,115.6622,171.221781,52.463491417414005,17.89530764836584
238,68.5315,114.3184,174.07001,51.853953990608,17.113308108306228
239,68.47126,148.952,173.9170004,67.56349069624001,22.33716265622933
240,68.51867,142.1878,174.0374218,64.49530118708601,21.293291190018618
241,63.72529,134.104,161.86223660000002,60.828551186480006,23.217550469476173
242,67.70483,141.8926,171.9702682,64.361400719462,21.762999399629344
243,69.47115,138.7444,176.456721,62.933401220228006,20.211790792486028
244,66.70198,134.449,169.42302920000003,60.98504055413001,21.246061391701016
245,65.23126,117.0167,165.68740040000003,53.077882282579004,19.33457450009459
246,69.89473,115.6752,177.53261419999998,52.469388118224,16.647526053887674
247,69.83048,134.7905,177.36941919999998,61.13994234848501,19.43423889733486
248,65.3979,120.5746,166.110666,54.69171857580201,19.82104426633281
249,68.32214,120.0835,173.5382356,54.468959362895006,18.086674506170755
250,65.93895,84.3598,167.484933,38.264961614726005,13.641112615413498
251,70.09805,138.9394,178.049047,63.021851732378,19.87979275871771
252,66.05531,143.5245,167.78048740000003,65.101618108065,23.12644508932697
253,68.23481,123.1347,173.3164174,55.852960402239,18.593741580822755
254,65.21758,115.5261,165.6526532,52.401757495857005,19.096292603756687
255,69.16173,120.9844,175.67079420000002,54.877600729027996,17.782629747539858
256,67.60064,120.6473,171.7056256,54.724694741101004,18.56155255286436
257,67.28621,124.0352,170.9069734,56.261420331424006,19.261545246744998
258,66.84323,117.2238,169.7818042,53.171821262406,18.445874415825863
259,68.08281,127.9598,172.93033739999998,58.041588946726,19.40872093014105
260,66.56991,116.7527,169.08757139999997,52.95813389689901,18.522913579185342
261,70.16973,121.9957,178.2311142,55.336318692809,17.4198022159496
262,67.85113,123.9952,172.3418702,56.243276636624,18.93603340560518
263,66.62309,108.855,169.2226486,49.375797436350005,17.242377388625567
264,63.68816,104.6574,161.76792640000002,47.471798104038,18.140566480388895
265,68.0356,132.248,172.810424,59.98668374776,20.08699548298756
266,66.941,127.1834,170.03014000000002,57.689419830658004,19.954660650480736
267,66.26292,125.1209,168.30781679999998,56.753885567533004,20.03489298441768
268,70.7301,133.322,179.654454,60.47384195314,18.73663441996556
269,70.70844,122.3364,179.5994376,55.490857613268,17.203289276649638
270,73.26872,130.2636,186.1025488,59.086575048732,17.06020221595786
271,63.79021,116.7431,162.0271334,52.953779410147,20.170722982616212
272,67.84109,125.8534,172.31636859999998,57.086141978558,19.225499225678348
273,67.78058,100.627,172.1626732,45.64363941599,15.399345785521977
274,67.23901,118.4945,170.7870854,53.748201086965004,18.426967895672234
275,66.75701,137.1255,169.56280539999997,62.199080532435,21.63330025786872
276,69.03098,118.6991,175.3386892,53.841006085867,17.51288337594002
277,68.52652,124.1641,174.05736080000003,56.319888387917004,18.58989758842603
278,64.65419,124.9442,164.2216426,56.673735795754,21.0145966025542
279,65.14295,126.3889,165.463093,57.329040692693006,20.93979366627327
280,66.74124,121.5255,169.52274960000003,55.123039560435,19.181262174501466
281,66.99923,133.2951,170.1780442,60.461640318387,20.87722967813317
282,70.26611,127.4072,178.4759194,57.79093380306401,18.142638880807926
283,67.57666,125.08,171.64471640000002,56.7353336396,19.257181969731924
284,66.30582,102.8114,168.4167828,46.634466589018004,16.441304764939787
285,68.90702,134.2212,175.0238308,60.88171221224401,19.87432958122397
286,65.60543,100.9758,166.6377922,45.80185243464601,16.49438157905581
287,68.00189,145.8886,172.7248006,66.173955829982,22.18082509464338
288,69.93715,155.3046,177.640361,70.444981585902,22.323730236512194
289,70.1459,138.7175,178.170586,62.921199585475,19.820973323915844
290,66.66364,116.2611,169.3256456,52.735147887807,18.393089663342238
291,69.40676,120.6087,176.2931704,54.707186075619,17.60246140801884
292,66.80598,114.4083,169.6871892,51.894731944671,18.022920266073015
293,67.70048,133.3406,171.9592192,60.482278771222,20.45395125399457
294,69.13438,92.74955,175.6013252,42.070488200933504,13.643379944863323
295,67.53769,131.7825,171.5457326,59.775536499525,20.312512463944437
296,65.77912,118.3865,167.07896480000002,53.699213111005,19.23642529325176
297,66.25769,131.1466,168.2945326,59.487097111442004,21.00306913807763
298,67.39038,130.2033,171.17156519999997,59.05922342882101,20.156934674589795
299,64.94327,129.1836,164.9559058,58.59669528913201,21.53462858600946
300,69.25699,143.1445,175.9127546,64.92925300746501,20.98194517986574
301,69.07739,138.7307,175.4565706,62.927187004759006,20.44085441328579
302,69.64403,130.9528,176.8958362,59.399190910136,18.982145951422254
303,69.07705,124.3032,175.455707,56.382983086584005,18.315258459962767
304,68.01304,135.3702,172.75312160000001,61.402889845374006,20.574865445871442
305,68.85664,124.1988,174.8958656,56.33562804315601,18.41721906402103
306,63.19158,111.2389,160.5066132,50.457116287193,19.58558573792481
307,65.57591,129.4037,166.5628114,58.69653096976899,21.157110261896964
308,69.12101,127.7444,175.5673654,57.943885150228006,18.798362808865726
309,69.78765,121.3311,177.260631,55.034861203707,17.515127119803616
310,67.48203,118.2183,171.4043562,53.622918874371,18.25184365495067
311,69.08809,123.3441,175.48374859999998,55.947942644517,18.168133604976937
312,68.5529,151.9118,174.12436599999998,68.90603339296601,22.726792878324158
313,68.21327,115.3108,173.2617058,52.304099058596,17.423305601246973
314,67.1012,122.3844,170.437048,55.512630047028004,19.110136824153724
315,71.23661,129.2323,180.9409894,58.61878523755101,17.904528666828615
316,69.11946,138.2824,175.56342840000002,62.723841545288,20.35000605189357
317,65.49848,144.0565,166.3661392,65.34292924890501,23.60851786558379
318,66.58706,120.8482,169.13113239999998,54.815821448234004,19.162793223215075
319,67.99831,113.3034,172.7157074,51.393557735058,17.228402581429666
320,72.57747,149.3227,184.34677380000002,67.731637387799,19.930605436117006
321,67.97585,130.6373,172.658659,59.256082517401005,19.87724585415682
322,66.62347,122.387,169.2236138,55.51380938719,19.385593396392313
323,67.29574,133.8677,170.93117959999998,60.72136730944901,20.782556167453134
324,65.95951,134.8336,167.5371554,61.159492179632,21.789215595944007
325,66.54011,137.8363,169.0118794,62.521493989031,21.88743578849345
326,68.07723,112.6812,172.9161642,51.111332562444005,17.094091248543048
327,65.83291,121.1964,167.2155914,54.973762311468,19.660833349562022
328,69.23721,114.9262,175.8625134,52.129647433094,16.855367898506522
329,64.69413,110.3762,164.3230902,50.065802149594,18.541462697753627
330,69.21372,126.0337,175.8028488,57.167924682869,18.496970760298016
331,67.16792,118.7008,170.60651679999998,53.841777192896004,18.498143918143743
332,67.8467,119.3108,172.330618,54.118468538596005,18.22303072403342
333,69.27389,150.7397,175.9556806,68.374377776089,22.084460919503794
334,67.90547,121.1142,172.47989379999999,54.936477018654,18.46646865609648
335,67.076,118.4065,170.37303999999997,53.708284958405,18.502888814695808
336,70.01531,142.759,177.8388874,64.75439314882999,20.474616332222453
337,70.05454,145.6305,177.9385316,66.056883639285,20.863063337084437
338,70.86714,127.3425,180.00253560000002,57.761586376725006,17.82714786255652
339,66.0586,115.9678,167.788844,52.602109245686,18.684307021314023
340,65.23745,104.4441,165.703123,47.375046851517006,17.25393927526567
341,68.7413,138.4905,174.602902,62.818234117485005,20.60548344996284
342,69.51946,145.5049,176.57942839999998,65.999912437613,21.16718697621502
343,70.30764,124.4065,178.5814056,56.429839178405,17.69442028846089
344,67.29982,124.1866,170.9415428,56.330094216242,19.27725707728503
345,67.60582,126.1659,171.71878279999999,57.227889594183,19.407613193748837
346,67.85566,138.8125,172.3533764,62.964290860625006,21.196039743040583
347,66.46536,121.5515,168.8220144,55.13483296205501,19.344963166627757
348,68.92071,114.2555,175.0586034,51.825423030535,16.911258846781354
349,68.46886,129.4022,173.91090440000002,58.695850581214,19.40679299094147
350,69.5193,137.5583,176.579022,62.395395310171004,20.011255009382808
351,70.23956,134.4996,178.4084824,61.007992328052,19.167070282611217
352,67.85651,127.7103,172.3555354,57.928417650411006,19.500295563453264
353,68.00435,115.6709,172.731049,52.467437671033004,17.585269736407852
354,67.13983,131.5906,170.53516820000002,59.688492123722,20.524032794390084
355,68.09931,127.5839,172.97224740000001,57.871083574843006,19.342328631746913
356,68.99077,125.7211,175.2365558,57.02613170800701,18.570538412999973
357,69.32618,119.9885,176.08849719999998,54.425868087745,17.552678192086297
358,70.09286,140.8676,178.0358644,63.896468540212005,20.158669331470605
359,68.74304,136.9164,174.60732159999998,62.10423436786801,20.370247750672295
360,64.18633,118.4759,163.03327819999998,53.739764268883,20.218234742467164
361,66.09074,129.5516,167.87047959999998,58.76361728129201,20.852583033042198
362,69.24418,152.0714,175.8802172,68.97842673521801,22.29868734287894
363,69.66512,120.8646,176.9494048,54.823260363102,17.509213862567265
364,68.42721,136.1027,173.8051134,61.735146256399005,20.436540610471468
365,68.28613,130.0611,173.4467702,58.994722593807005,19.610141574554063
366,69.37684,131.7743,176.2171736,59.77181704209101,19.248637603497613
367,68.35315,139.38,173.617001,63.2217045306,20.97402109899207
368,72.32489,168.229,183.7052206,76.30739081273,22.61119977498118
369,70.37159,127.6446,178.7438386,57.898616631702005,18.12199584788295
370,65.72927,131.8008,166.9523458,59.78383723989601,21.448589416055317
371,66.49627,122.8561,168.9005258,55.726589567957,19.53441735325477
372,70.81339,140.2133,179.8660106,63.599683052521,19.658788349379275
373,67.37579,142.6929,171.13450659999998,64.72441069317301,22.10003343849493
374,67.79709,137.4299,172.2046086,62.337154049863,21.021196457757842
375,68.1607,126.0392,173.12817800000002,57.170419440904,19.07374013560399
376,68.85782,143.5985,174.89886280000002,65.135183943445,21.29323624601201
377,67.71342,122.62,171.9920868,55.61949640940001,18.80226288952035
378,64.66007,108.6044,164.23657780000002,49.262127188428,18.26305332028461
379,65.73721,100.6617,166.97251340000003,45.659379071229,16.37721430508876
380,68.42441,116.1397,173.79800139999998,52.680081774089004,17.440417797081476
381,68.88946,140.5293,174.9792284,63.74301824144101,20.81898869318534
382,68.27367,125.6907,173.41512179999998,57.012342499959004,18.95810633787147
383,69.18045,134.3329,175.71834299999998,60.932378479973,19.733945864452156
384,72.60996,136.4649,184.4292984,61.899437412813,18.19813462887717
385,66.04157,127.8822,167.74558779999998,58.006390178814,20.61453903830969
386,69.2288,123.1361,175.84115200000002,55.853595431557004,18.06384068517775
387,68.87697,116.3375,174.9475038,52.769802344875,17.24129834646498
388,66.46042,124.5581,168.8094668,56.498603781697,19.826411658031383
389,69.30444,125.7853,176.0332776,57.055252338161004,18.41221679778461
390,67.58249,107.5905,171.65952460000003,48.80222988448501,16.561659651373255
391,69.41816,143.0236,176.3221264,64.874413689932,20.866990413066134
392,67.46867,118.7434,171.3704218,53.861100227858,18.34017558527853
393,66.44873,118.9856,168.7797742,53.970960299872004,18.946078937267632
394,68.76185,131.8744,174.65509899999998,59.81722163832801,19.609372603891895
395,63.76881,119.3691,161.9727774,54.144912973767006,20.63828481334541
396,69.03663,126.1223,175.3530402,57.208112966851,18.605057767265123
397,66.48966,126.6122,168.8837364,57.430327868914006,20.135649279433817
398,66.74224,113.5597,169.52528959999998,51.509813459489,17.92342435199487
399,67.69394,115.8413,171.9426076,52.544729810881,17.7730574900098
400,66.69066,130.2738,169.3942764,59.091201690906,20.593272101235055
401,67.02877,125.4542,170.25307579999998,56.905067904454,19.631840305264316
402,65.91096,117.1655,167.4138384,53.145376827235,18.96194065622512
403,70.0304,137.3184,177.877216,62.286578500608,19.68583442052397
404,69.26978,149.4447,175.9452412,67.786975656939,21.897332261304957
405,70.07695,151.0695,177.995453,68.523972539715,21.628416095165402
406,64.90942,116.9994,164.8699268,53.070035134578,19.523895969755305
407,69.68744,138.1787,177.0060976,62.676804016519,20.004623780929467
408,67.56524,127.621,171.6157096,57.88791185177,19.655034165888164
409,63.85529,120.7514,162.19243659999998,54.771913706818005,20.820766746937533
410,71.6189,144.2537,181.912006,65.43237766426901,19.772882058824564
411,64.98993,105.7939,165.07442220000001,47.987305832543,17.61030169504505
412,64.60759,120.1567,164.1032786,54.502162324379,20.23854175569588
